"tissue_type","sample_id","expression"
"Adipose - Visceral (Omentum)","GTEX-17HHE-1526-SM-793AS.1",210718.008174355
"Adipose - Subcutaneous","GTEX-17MFQ-1826-SM-7DHLS.1",203843.586410428
"Adipose - Subcutaneous","GTEX-18A6Q-0226-SM-718AS.1",250114.183325721
"Adipose - Visceral (Omentum)","GTEX-18A6Q-1026-SM-7LT9S.1",667978.311023668
"Adipose - Subcutaneous","GTEX-1A8G7-0226-SM-731AS.1",209254.119383059
"Adipose - Visceral (Omentum)","GTEX-1B8KE-0826-SM-72D6S.1",191535.209453208
"Adipose - Visceral (Omentum)","GTEX-1B8L1-0126-SM-9KNVS.1",658691.400531684
"Adipose - Visceral (Omentum)","GTEX-1C64O-1526-SM-7EWES.1",147852.767920927
"Adipose - Subcutaneous","GTEX-1CAMQ-0126-SM-7SB7S.1",304020.424176416
"Adipose - Visceral (Omentum)","GTEX-1CB4E-0826-SM-793CS.1",351181.065476818
"Adipose - Visceral (Omentum)","GTEX-1EH9U-1326-SM-79OM3.1",578657.672533933
"Adipose - Subcutaneous","GTEX-1EKGG-0126-SM-9YFLS.1",165958.144491679
"Adipose - Subcutaneous","GTEX-1EWIQ-0226-SM-793D3.1",272728.337373666
"Adipose - Visceral (Omentum)","GTEX-1F5PL-1326-SM-7SB83.1",226270.362693087
"Adipose - Subcutaneous","GTEX-1F75I-0426-SM-7PC3S.1",192612.631603602
"Adipose - Subcutaneous","GTEX-1GMR8-0226-SM-9YFL3.1",387801.707479886
"Adipose - Subcutaneous","GTEX-1GN1W-0626-SM-9MQK3.1",193127.920458139
"Adipose - Subcutaneous","GTEX-1H3O1-0526-SM-9MQLS.1",109522.303809624
"Adipose - Subcutaneous","GTEX-1HCU6-0226-SM-CGQES.1",248041.316797246
"Adipose - Visceral (Omentum)","GTEX-1HSGN-1926-SM-CMKGS.1",445385.236974317
"Adipose - Visceral (Omentum)","GTEX-1I1GQ-1026-SM-CNNQS.1",572649.872934453
"Adipose - Visceral (Omentum)","GTEX-1ICLZ-1626-SM-CE6SS.1",689151.998500977
"Adipose - Subcutaneous","GTEX-1IGQW-0226-SM-COH43.1",190036.187330921
"Adipose - Visceral (Omentum)","GTEX-1JKYN-0526-SM-CGQG3.1",415205.705652953
"Adipose - Subcutaneous","GTEX-1JMQK-0126-SM-CM2S3.1",115483.258967783
"Adipose - Subcutaneous","GTEX-1JN1M-0126-SM-D4P23.1",240148.028434576
"Adipose - Visceral (Omentum)","GTEX-1K9T9-1626-SM-DIPFS.1",701835.130988769
"Adipose - Subcutaneous","GTEX-1LGRB-2426-SM-CNPP3.1",518087.809905256
"Adipose - Subcutaneous","GTEX-1N2DW-0326-SM-E9TK3.1",448921.992294089
"Adipose - Subcutaneous","GTEX-U3ZN-2626-SM-3DB7T.1",401175.795477169
"Adipose - Subcutaneous","GTEX-TSE9-0226-SM-3DB84.1",1003677.28864374
"Adipose - Visceral (Omentum)","GTEX-X3Y1-0926-SM-3P5YT.1",646746.067994706
"Adipose - Subcutaneous","GTEX-PLZ6-1326-SM-3NB24.1",109943.903781518
"Adipose - Visceral (Omentum)","GTEX-WY7C-0926-SM-3NB34.1",317230.556629074
"Adipose - Subcutaneous","GTEX-OXRP-0226-SM-3NB14.1",183466.254435583
"Adipose - Subcutaneous","GTEX-145ME-1926-SM-5MR6T.1",97284.193514387
"Adipose - Subcutaneous","GTEX-14E6E-1926-SM-664N4.1",245558.561407207
"Adipose - Subcutaneous","GTEX-14PJ2-0226-SM-6LLH4.1",291946.269425804
"Adipose - Visceral (Omentum)","GTEX-14PK6-0926-SM-62LF4.1",447469.814613124
"Adipose - Visceral (Omentum)","GTEX-14PN4-1426-SM-6LLJ4.1",416493.927789294
"Adipose - Subcutaneous","GTEX-169BO-1426-SM-9MQJT.1",215472.718968485
"Adipose - Visceral (Omentum)","GTEX-16GPK-1326-SM-7KUE4.1",884481.607701226
"Adipose - Visceral (Omentum)","GTEX-17F97-1226-SM-79OJT.1",826745.8337725
"Adipose - Visceral (Omentum)","GTEX-17F9E-1326-SM-7DHL4.1",426612.327114734
"Adipose - Subcutaneous","GTEX-183WM-0226-SM-7LT8T.1",428216.749229994
"Adipose - Subcutaneous","GTEX-18A7A-0326-SM-731AT.1",89074.7051727973
"Adipose - Subcutaneous","GTEX-1A3MX-0226-SM-731C4.1",197379.053508063
"Adipose - Visceral (Omentum)","GTEX-1A3MX-0826-SM-72D64.1",623124.75845835
"Adipose - Subcutaneous","GTEX-1AMFI-2126-SM-731BT.1",174191.05505393
"Adipose - Subcutaneous","GTEX-1AX9K-2426-SM-73KZ4.1",171708.299663891
"Adipose - Visceral (Omentum)","GTEX-1EMGI-0726-SM-7PBZ4.1",814952.745669817
"Adipose - Visceral (Omentum)","GTEX-1F48J-1826-SM-7SB8T.1",247666.561266674
"Adipose - Visceral (Omentum)","GTEX-1GMR3-0826-SM-9WYT4.1",697525.442387192
"Adipose - Visceral (Omentum)","GTEX-1H1ZS-1326-SM-9WG74.1",452657.836489477
"Adipose - Subcutaneous","GTEX-1H3VE-0226-SM-9WYST.1",419023.527620654
"Adipose - Visceral (Omentum)","GTEX-1H3VE-1926-SM-9YFL4.1",471102.835259811
"Adipose - Subcutaneous","GTEX-1H4P4-0226-SM-9YFKT.1",156413.589572427
"Adipose - Subcutaneous","GTEX-1HSMQ-1426-SM-ADEHT.1",458489.969434001
"Adipose - Subcutaneous","GTEX-1HT8W-0226-SM-CMKGT.1",494103.455948658
"Adipose - Visceral (Omentum)","GTEX-1I19N-1026-SM-A96TT.1",796086.14692759
"Adipose - Subcutaneous","GTEX-1IKJJ-0226-SM-COH3T.1",193561.231540362
"Adipose - Subcutaneous","GTEX-1JN6P-0226-SM-COH34.1",245980.1613791
"Adipose - Visceral (Omentum)","GTEX-1KANC-0526-SM-D4P3T.1",501996.744311328
"Adipose - Visceral (Omentum)","GTEX-1LSVX-1326-SM-DIPET.1",585368.138753235
"Adipose - Visceral (Omentum)","GTEX-1P4AB-1226-SM-DTXET.1",1251297.00546909
"Adipose - Visceral (Omentum)","GTEX-1QP9N-0426-SM-DTXFT.1",404724.261907271
"Adipose - Subcutaneous","GTEX-SJXC-0226-SM-2XCDU.1",160231.411540128
"Adipose - Visceral (Omentum)","GTEX-WL46-2026-SM-3LK7U.1",753586.527538675
"Adipose - Subcutaneous","GTEX-O5YT-0226-SM-32PK5.1",113504.08132195
"Adipose - Subcutaneous","GTEX-P4QS-0226-SM-3NB1U.1",314982.023445643
"Adipose - Subcutaneous","GTEX-PWCY-1926-SM-3NB25.1",173605.499537411
"Adipose - Visceral (Omentum)","GTEX-13X6J-1926-SM-5TDCU.1",432772.371148508
"Adipose - Subcutaneous","GTEX-144GO-1626-SM-7EPG5.1",85256.8832050966
"Adipose - Visceral (Omentum)","GTEX-14C39-0826-SM-5TDDU.1",240241.717317219
"Adipose - Subcutaneous","GTEX-14E1K-2126-SM-793DU.1",539460.586258183
"Adipose - Visceral (Omentum)","GTEX-14ICK-1726-SM-6AJA5.1",92365.5271756315
"Adipose - Subcutaneous","GTEX-14PN3-2526-SM-6EU15.1",137546.9908302
"Adipose - Subcutaneous","GTEX-17F97-0426-SM-7LT9U.1",478305.168112988
"Adipose - Subcutaneous","GTEX-17KNJ-2226-SM-DKPOU.1",347105.599081849
"Adipose - Visceral (Omentum)","GTEX-18A7B-1226-SM-718AU.1",692325.709400508
"Adipose - Subcutaneous","GTEX-1AX9I-0226-SM-7SB75.1",188525.454098303
"Adipose - Visceral (Omentum)","GTEX-1AYD5-0126-SM-7DUG5.1",533534.764431015
"Adipose - Visceral (Omentum)","GTEX-1B8SF-1726-SM-73KZ5.1",447575.214606096
"Adipose - Visceral (Omentum)","GTEX-1B932-1726-SM-793A5.1",309442.668259378
"Adipose - Visceral (Omentum)","GTEX-1B933-1326-SM-7939U.1",289920.24733865
"Adipose - Subcutaneous","GTEX-1C6VQ-0226-SM-7P8S5.1",220157.163100634
"Adipose - Subcutaneous","GTEX-1CAMS-0326-SM-7PC35.1",150171.56776634
"Adipose - Subcutaneous","GTEX-1EX96-1426-SM-7PBZ5.1",155160.500767078
"Adipose - Subcutaneous","GTEX-1F52S-0226-SM-7SB7U.1",219618.452025436
"Adipose - Visceral (Omentum)","GTEX-1GL5R-0726-SM-9MQL5.1",679256.110271815
"Adipose - Visceral (Omentum)","GTEX-1H11D-1126-SM-9YFM5.1",553326.540889342
"Adipose - Visceral (Omentum)","GTEX-1H1CY-0826-SM-9WYTU.1",725526.707187108
"Adipose - Subcutaneous","GTEX-1HFI6-0326-SM-ADEI5.1",305191.535209453
"Adipose - Subcutaneous","GTEX-1HSGN-0126-SM-CGQFU.1",309700.312686645
"Adipose - Visceral (Omentum)","GTEX-1HSMQ-1026-SM-ADEHU.1",832004.122310835
"Adipose - Visceral (Omentum)","GTEX-1I1GS-0926-SM-A9SL5.1",603555.4930963
"Adipose - Subcutaneous","GTEX-1IDJC-2126-SM-ACKWU.1",265080.982327935
"Adipose - Subcutaneous","GTEX-1JK1U-2126-SM-CNPOU.1",299523.357809554
"Adipose - Visceral (Omentum)","GTEX-1JMLX-1026-SM-D3L8U.1",497897.855695699
"Adipose - Visceral (Omentum)","GTEX-1JMQI-1026-SM-COH2U.1",666725.222218318
"Adipose - Subcutaneous","GTEX-1OFPY-2326-SM-E8VNU.1",541404.630573024
"Adipose - Subcutaneous","GTEX-S33H-1126-SM-2XCB6.1",190106.453992903
"Adipose - Subcutaneous","GTEX-WVLH-0226-SM-3MJG6.1",275316.492756678
"Adipose - Visceral (Omentum)","GTEX-WYJK-1426-SM-3NM8V.1",445654.592511916
"Adipose - Subcutaneous","GTEX-NFK9-0326-SM-3MJGV.1",195598.964737847
"Adipose - Subcutaneous","GTEX-WY7C-2426-SM-3NB2V.1",221749.874105564
"Adipose - Subcutaneous","GTEX-OHPK-0226-SM-3MJH6.1",289205.869608498
"Adipose - Visceral (Omentum)","GTEX-12WSF-1526-SM-6PAN6.1",654475.40081275
"Adipose - Visceral (Omentum)","GTEX-14BMU-0626-SM-73KZ6.1",142442.234948295
"Adipose - Visceral (Omentum)","GTEX-14PHY-1026-SM-62LEV.1",1075115.061659
"Adipose - Subcutaneous","GTEX-14PJ6-2226-SM-6LLIV.1",271041.937486093
"Adipose - Visceral (Omentum)","GTEX-14PKU-0226-SM-6EU16.1",78909.4614060359
"Adipose - Subcutaneous","GTEX-15DDE-0226-SM-6LLJ6.1",361697.64255349
"Adipose - Visceral (Omentum)","GTEX-15EOM-2326-SM-7KUMV.1",459754.769349682
"Adipose - Visceral (Omentum)","GTEX-15SKB-1626-SM-6PAL6.1",1520711.09861926
"Adipose - Subcutaneous","GTEX-16MT8-0526-SM-6PAM6.1",405637.72851304
"Adipose - Visceral (Omentum)","GTEX-18A67-1326-SM-7LT8V.1",343404.888217452
"Adipose - Subcutaneous","GTEX-1A3MV-2126-SM-718BV.1",275539.003852955
"Adipose - Subcutaneous","GTEX-1B97I-1726-SM-7939V.1",79694.1057981707
"Adipose - Subcutaneous","GTEX-1C475-1926-SM-7DUFV.1",150077.878883697
"Adipose - Subcutaneous","GTEX-1C6VS-0426-SM-79OJV.1",276429.048238063
"Adipose - Visceral (Omentum)","GTEX-1EN7A-1626-SM-79OLV.1",329093.911393739
"Adipose - Visceral (Omentum)","GTEX-1H1DE-0826-SM-ARU8V.1",215636.67451311
"Adipose - Visceral (Omentum)","GTEX-1H1DG-2026-SM-9QEIV.1",632001.78008877
"Adipose - Visceral (Omentum)","GTEX-1H1E6-1126-SM-9JGGV.1",408659.194978275
"Adipose - Visceral (Omentum)","GTEX-1H2FU-1426-SM-9WPO6.1",985501.645411
"Adipose - Subcutaneous","GTEX-1HB9E-0426-SM-CNPPV.1",219419.36314982
"Adipose - Visceral (Omentum)","GTEX-1HCU9-0626-SM-ACKW6.1",256965.182868988
"Adipose - Subcutaneous","GTEX-1HCVE-0226-SM-CGQEV.1",514504.210144164
"Adipose - Subcutaneous","GTEX-1HSEH-0226-SM-ACKVV.1",273255.337338533
"Adipose - Visceral (Omentum)","GTEX-1HUB1-1526-SM-CGQF6.1",963754.113527504
"Adipose - Subcutaneous","GTEX-1I6K7-0226-SM-CJI46.1",111735.703662064
"Adipose - Visceral (Omentum)","GTEX-1IKOE-1726-SM-CNNQ6.1",478984.41251215
"Adipose - Subcutaneous","GTEX-1J8JJ-0326-SM-CMKG6.1",347761.421260349
"Adipose - Subcutaneous","GTEX-1JMQL-0326-SM-CNPP6.1",455421.658527445
"Adipose - Visceral (Omentum)","GTEX-1JN6P-1626-SM-CYPSV.1",863448.45354788
"Adipose - Subcutaneous","GTEX-1LGOU-2226-SM-E9U56.1",99485.8822564967
"Adipose - Subcutaneous","GTEX-1MJK2-0526-SM-DTXE6.1",321751.045216597
"Adipose - Subcutaneous","GTEX-1OJC4-1726-SM-EXUSV.1",241834.428322149
"Adipose - Visceral (Omentum)","GTEX-1PBJI-1326-SM-E9J2V.1",310566.934851093
"Adipose - Subcutaneous","GTEX-1PIIG-0326-SM-EVYBV.1",170630.877513497
"Adipose - Visceral (Omentum)","GTEX-1QEPI-2226-SM-E8VN6.1",224900.162784434
"Adipose - Visceral (Omentum)","GTEX-1QPFJ-2126-SM-EXOJV.1",367073.04219513
"Adipose - Subcutaneous","GTEX-U8T8-0226-SM-3DB97.1",9790.48823618967
"Adipose - Subcutaneous","GTEX-WFON-2226-SM-3TW8W.1",347047.043530197
"Adipose - Visceral (Omentum)","GTEX-13YAN-1126-SM-5TDC7.1",307428.357282554
"Adipose - Visceral (Omentum)","GTEX-14C38-1026-SM-73KY7.1",259073.182728454
"Adipose - Visceral (Omentum)","GTEX-14DAR-0426-SM-664MW.1",487252.456405392
"Adipose - Subcutaneous","GTEX-14E6D-0226-SM-62LDW.1",73463.7951024137
"Adipose - Subcutaneous","GTEX-14JG1-0526-SM-6LLHW.1",169857.944231693
"Adipose - Visceral (Omentum)","GTEX-14PJM-1226-SM-686Z7.1",439318.881823186
"Adipose - Visceral (Omentum)","GTEX-15CHC-0826-SM-686YW.1",273735.492862078
"Adipose - Visceral (Omentum)","GTEX-16AAH-1526-SM-7LT9W.1",577685.650376512
"Adipose - Visceral (Omentum)","GTEX-16NFA-1126-SM-7KUE7.1",359940.976003935
"Adipose - Visceral (Omentum)","GTEX-16NPX-1026-SM-6PAM7.1",509292.766047149
"Adipose - Subcutaneous","GTEX-17HHE-1926-SM-7EPGW.1",343978.73262364
"Adipose - Subcutaneous","GTEX-17KNJ-2226-SM-7LG6W.1",318307.978779468
"Adipose - Subcutaneous","GTEX-18A67-0226-SM-7LG67.1",273770.626193069
"Adipose - Visceral (Omentum)","GTEX-18D9A-0726-SM-7LTA7.1",569101.40650435
"Adipose - Visceral (Omentum)","GTEX-1A8FM-2126-SM-7PC27.1",435641.593179449
"Adipose - Visceral (Omentum)","GTEX-1AX9J-2226-SM-731CW.1",391642.951668247
"Adipose - Subcutaneous","GTEX-1B8L1-2626-SM-7SB77.1",184332.87660003
"Adipose - Visceral (Omentum)","GTEX-1F75B-1226-SM-7MXTW.1",1704868.30856434
"Adipose - Visceral (Omentum)","GTEX-1GF9V-1126-SM-9MQM7.1",511471.032568597
"Adipose - Subcutaneous","GTEX-1GMR2-2526-SM-9MQKW.1",234187.073276417
"Adipose - Subcutaneous","GTEX-1GMRU-0226-SM-9YFLW.1",270128.470880324
"Adipose - Visceral (Omentum)","GTEX-1GN1W-1226-SM-9MQLW.1",323941.022848376
"Adipose - Subcutaneous","GTEX-1GN73-0326-SM-9KNTW.1",278630.736980173
"Adipose - Visceral (Omentum)","GTEX-1GPI7-0826-SM-9JGG7.1",320638.489735212
"Adipose - Subcutaneous","GTEX-1HBPI-1426-SM-B2LW7.1",149726.545573786
"Adipose - Visceral (Omentum)","GTEX-1HBPM-1726-SM-A8N9W.1",296220.824696389
"Adipose - Visceral (Omentum)","GTEX-1HCU6-1626-SM-CMKGW.1",521495.743011395
"Adipose - Visceral (Omentum)","GTEX-1IDJD-0926-SM-ACKWW.1",461195.235920317
"Adipose - Subcutaneous","GTEX-1J8EW-0226-SM-CYPSW.1",330405.55575074
"Adipose - Visceral (Omentum)","GTEX-1JJ6O-2826-SM-CNNP7.1",1119956.90311398
"Adipose - Visceral (Omentum)","GTEX-1JKYR-1226-SM-CM2S7.1",220742.718617152
"Adipose - Visceral (Omentum)","GTEX-1K2DU-0726-SM-DIPF7.1",477368.279286559
"Adipose - Visceral (Omentum)","GTEX-1LSNM-0626-SM-DIPG7.1",417618.194381009
"Adipose - Visceral (Omentum)","GTEX-1N2DW-0726-SM-DTX97.1",522233.542962208
"Adipose - Visceral (Omentum)","GTEX-1N2EF-0926-SM-E8VNW.1",611343.381465997
"Adipose - Subcutaneous","GTEX-1QCLY-0526-SM-EAZ47.1",115811.170057033
"Adipose - Subcutaneous","GTEX-S4Z8-1726-SM-3K2AX.1",190844.253943716
"Adipose - Subcutaneous","GTEX-S341-1626-SM-3K2B8.1",100352.504420944
"Adipose - Visceral (Omentum)","GTEX-U8XE-1926-SM-3DB98.1",227546.873719097
"Adipose - Subcutaneous","GTEX-T6MO-1726-SM-33HB8.1",266802.515546499
"Adipose - Visceral (Omentum)","GTEX-WOFM-0726-SM-3MJF8.1",386244.129805947
"Adipose - Subcutaneous","GTEX-P4QT-0226-SM-3LK68.1",601494.337678155
"Adipose - Subcutaneous","GTEX-OXRL-0226-SM-3NB18.1",314935.179004321
"Adipose - Visceral (Omentum)","GTEX-14PN3-0326-SM-6EU1X.1",458056.658351779
"Adipose - Visceral (Omentum)","GTEX-15DCZ-1726-SM-69LPX.1",1229198.14027568
"Adipose - Visceral (Omentum)","GTEX-15RIE-0126-SM-7KUF8.1",704282.753047816
"Adipose - Visceral (Omentum)","GTEX-15UKP-1426-SM-7KUDX.1",293644.380423708
"Adipose - Subcutaneous","GTEX-16BQI-0526-SM-6PAM8.1",440911.592828116
"Adipose - Visceral (Omentum)","GTEX-16MTA-1326-SM-6PALX.1",280527.936853693
"Adipose - Subcutaneous","GTEX-17HII-0326-SM-7LG4X.1",100340.793310614
"Adipose - Visceral (Omentum)","GTEX-1AX9I-1726-SM-731BX.1",384042.441063837
"Adipose - Visceral (Omentum)","GTEX-1AYCT-1126-SM-79OO8.1",241260.583915961
"Adipose - Subcutaneous","GTEX-1AYCT-2226-SM-7SB98.1",297637.869046364
"Adipose - Subcutaneous","GTEX-1B8KZ-1926-SM-7DUG8.1",713347.152443523
"Adipose - Subcutaneous","GTEX-1CB4E-1826-SM-7RHG8.1",347328.110178126
"Adipose - Visceral (Omentum)","GTEX-1CB4G-2126-SM-7IGQ8.1",442773.659370644
"Adipose - Subcutaneous","GTEX-1EH9U-0226-SM-7PBY8.1",391268.196137676
"Adipose - Visceral (Omentum)","GTEX-1GF9W-1026-SM-7SB8X.1",453653.280867559
"Adipose - Visceral (Omentum)","GTEX-1GF9X-0926-SM-7PC2X.1",913853.072409795
"Adipose - Visceral (Omentum)","GTEX-1GZ2Q-1226-SM-9MQM8.1",731499.373455597
"Adipose - Visceral (Omentum)","GTEX-1HCUA-0926-SM-ADEIX.1",438932.415182283
"Adipose - Subcutaneous","GTEX-1I1GS-0226-SM-B2LVX.1",199405.075595217
"Adipose - Subcutaneous","GTEX-1I1GV-0426-SM-ARZLX.1",74037.6395086018
"Adipose - Visceral (Omentum)","GTEX-1ICLY-1426-SM-CJI48.1",948588.225649674
"Adipose - Subcutaneous","GTEX-1IDFM-0226-SM-CMKFX.1",294733.513684432
"Adipose - Visceral (Omentum)","GTEX-1IDJU-0926-SM-ARL88.1",362798.486924545
"Adipose - Subcutaneous","GTEX-1IE54-0226-SM-CMKHX.1",293164.224900163
"Adipose - Subcutaneous","GTEX-1JJEA-0226-SM-COH2X.1",146318.612467648
"Adipose - Subcutaneous","GTEX-1JKYN-1226-SM-CGQG8.1",516249.165583389
"Adipose - Visceral (Omentum)","GTEX-1L5NE-1726-SM-DHXKX.1",490051.41177435
"Adipose - Visceral (Omentum)","GTEX-1MA7X-1026-SM-DKPQ8.1",714272.330159622
"Adipose - Subcutaneous","GTEX-1MA7X-2126-SM-E6CIX.1",259202.004942089
"Muscle - Skeletal","GTEX-WK11-2526-SM-3NM9Y.1",29441.7313705512
"Muscle - Skeletal","GTEX-POMQ-1926-SM-3NB1Y.1",99778.660014756
"Muscle - Skeletal","GTEX-13RTL-0326-SM-7LT89.1",87599.1052711708
"Muscle - Skeletal","GTEX-14PII-0626-SM-69LPY.1",79026.5725093396
"Muscle - Skeletal","GTEX-17EVQ-1226-SM-7LG59.1",230193.584653761
"Muscle - Skeletal","GTEX-17GQL-1926-SM-718B9.1",91206.1272529249
"Muscle - Skeletal","GTEX-17HGU-0626-SM-7939Y.1",11148.9770345126
"Muscle - Skeletal","GTEX-1A32A-0526-SM-731B9.1",46938.1302041246
"Muscle - Skeletal","GTEX-1A3MW-0526-SM-731BY.1",110494.325967045
"Muscle - Skeletal","GTEX-1A3MX-0526-SM-718A9.1",134396.702151331
"Muscle - Skeletal","GTEX-1A8G6-0126-SM-7DUFY.1",91709.7049971307
"Muscle - Skeletal","GTEX-1E2YA-0526-SM-7P8RY.1",30893.9090515172
"Muscle - Skeletal","GTEX-1GF9U-2326-SM-7RHH9.1",88254.9274496714
"Muscle - Skeletal","GTEX-1HR9M-0326-SM-CL549.1",86427.9942381336
"Muscle - Skeletal","GTEX-1I1GU-2126-SM-CGQF9.1",121327.103022637
"Muscle - Skeletal","GTEX-1IDJU-2426-SM-ARZM9.1",52981.0631345958
"Muscle - Skeletal","GTEX-1IL2U-0726-SM-EAZ2Y.1",115494.970078113
"Muscle - Skeletal","GTEX-1QP9N-1926-SM-E6CPY.1",27778.7537036386
"Muscle - Skeletal","GTEX-YEC3-2126-SM-4YCDB.1",61331.0848001499
"Muscle - Skeletal","GTEX-1128S-2426-SM-5H11B.1",41832.0861000832
"Muscle - Skeletal","GTEX-14BIM-0326-SM-5SI9B.1",103643.326423778
"Muscle - Skeletal","GTEX-1445S-0626-SM-5LU3C.1",20646.6875124431
"Muscle - Skeletal","GTEX-11EQ8-0526-SM-5N9BC.1",52500.9076110506
"Muscle - Skeletal","GTEX-WEY5-2026-SM-5SI8D.1",24675.3094660905
"Muscle - Skeletal","GTEX-144GM-2026-SM-5LU3D.1",18948.5765145393
"Muscle - Skeletal","GTEX-ZPCL-2026-SM-57WFD.1",39806.064012929
"Muscle - Skeletal","GTEX-13YAN-0526-SM-5O9BE.1",259202.004942089
"Muscle - Skeletal","GTEX-12WSC-0326-SM-5EQ5E.1",24405.9539284919
"Muscle - Skeletal","GTEX-ZVP2-2126-SM-5GU6E.1",42534.7527199053
"Muscle - Skeletal","GTEX-11WQC-2626-SM-5CVLF.1",134830.013233554
"Muscle - Skeletal","GTEX-ZF3C-0326-SM-4WWBF.1",29102.1091709705
"Muscle - Skeletal","GTEX-13FHO-0726-SM-5IJDG.1",44584.1970277202
"Muscle - Skeletal","GTEX-ZWKS-0326-SM-5NQ7G.1",119593.858693743
"Muscle - Skeletal","GTEX-12C56-1926-SM-5FQUG.1",45778.7302814179
"Muscle - Skeletal","GTEX-ZE7O-0326-SM-51MTH.1",227523.451498436
"Muscle - Skeletal","GTEX-145MH-0326-SM-5LU8H.1",15610.9100703838
"Muscle - Skeletal","GTEX-POYW-0526-SM-5KM2H.1",221714.740774573
"Muscle - Skeletal","GTEX-11ONC-2426-SM-5GU7H.1",31912.7756502594
"Muscle - Skeletal","GTEX-ZV68-0526-SM-59HKI.1",20061.1319959245
"Muscle - Skeletal","GTEX-11VI4-1926-SM-5CVLI.1",22438.4873929897
"Muscle - Skeletal","GTEX-ZVE2-0626-SM-5GU7I.1",71414.3507945988
"Muscle - Skeletal","GTEX-XMD2-0526-SM-4YCDI.1",75232.1727622996
"Muscle - Skeletal","GTEX-13OVH-0626-SM-5L3EI.1",18608.9543149586
"Muscle - Skeletal","GTEX-1399T-2426-SM-5L3FJ.1",34395.531040298
"Muscle - Skeletal","GTEX-13FH7-2126-SM-5L3DJ.1",27603.0870486831
"Muscle - Skeletal","GTEX-131XW-0326-SM-5KM1J.1",22684.4207099275
"Muscle - Skeletal","GTEX-11DXW-0726-SM-5H12J.1",40625.841736055
"Muscle - Skeletal","GTEX-11ZTT-2626-SM-5EQKK.1",41410.4861281898
"Muscle - Skeletal","GTEX-14AS3-2126-SM-5S2MK.1",39091.6862827764
"Muscle - Skeletal","GTEX-Y3IK-2626-SM-4WWDK.1",57513.2628324491
"Muscle - Skeletal","GTEX-ZZ64-1526-SM-5E43K.1",39688.9529096254
"Muscle - Skeletal","GTEX-13OW5-0326-SM-5L3HK.1",36854.8642096757
"Muscle - Skeletal","GTEX-144GO-1326-SM-5Q5EL.1",45848.9969434002
"Muscle - Skeletal","GTEX-139T8-0526-SM-5KLZL.1",80326.5057560107
"Muscle - Skeletal","GTEX-12WSL-2726-SM-5CVNL.1",55908.8407171883
"Muscle - Skeletal","GTEX-139T6-2026-SM-5IFFL.1",49233.5078288772
"Muscle - Skeletal","GTEX-11XUK-2226-SM-5CVLL.1",47371.4412863484
"Muscle - Skeletal","GTEX-11EM3-2126-SM-5H11M.1",94227.5937181603
"Muscle - Skeletal","GTEX-YFC4-1026-SM-5RQJM.1",25670.7538441719
"Muscle - Skeletal","GTEX-14A6H-2826-SM-5QGPM.1",52899.0853622831
"Muscle - Skeletal","GTEX-Y114-2526-SM-4TT8M.1",47746.1968169202
"Muscle - Skeletal","GTEX-ZV6S-2126-SM-4YCEM.1",45567.9302954713
"Muscle - Skeletal","GTEX-11TT1-2326-SM-5GU6N.1",62841.8180327677
"Muscle - Skeletal","GTEX-11TTK-0326-SM-5BC5N.1",50744.241061495
"Muscle - Skeletal","GTEX-YBZK-0326-SM-59HLN.1",314326.201267142
"Muscle - Skeletal","GTEX-ZVZO-0326-SM-5HL4N.1",37838.5974774268
"Muscle - Skeletal","GTEX-13NZ9-0626-SM-5IJCO.1",76789.7504362388
"Muscle - Skeletal","GTEX-Z9EW-1726-SM-5CVMO.1",35824.2865006031
"Muscle - Skeletal","GTEX-13PL6-0326-SM-5IJCP.1",47195.7746313928
"Muscle - Skeletal","GTEX-13PDP-0326-SM-5K7XP.1",134466.968813313
"Muscle - Skeletal","GTEX-ZPIC-2526-SM-57WDP.1",38974.5751794728
"Muscle - Skeletal","GTEX-U412-0326-SM-5DUVP.1",56213.329585778
"Muscle - Skeletal","GTEX-11ZUS-1426-SM-5FQSP.1",16079.3544835986
"Muscle - Skeletal","GTEX-14ASI-0526-SM-5QGQP.1",210272.985981801
"Muscle - Skeletal","GTEX-13OW7-0326-SM-5J1MP.1",35566.642073335
"Muscle - Skeletal","GTEX-X638-0326-SM-47JY1.1",55182.7518767054
"Muscle - Skeletal","GTEX-111FC-0326-SM-5GZZ1.1",40977.1750459661
"Muscle - Skeletal","GTEX-139UW-2626-SM-5K7W1.1",40286.2195364743
"Muscle - Skeletal","GTEX-117YX-2526-SM-5EQ4Q.1",78932.8836266966
"Muscle - Skeletal","GTEX-U3ZH-1926-SM-4DXTR.1",32837.9533663587
"Muscle - Skeletal","GTEX-12WS9-0626-SM-5FQT2.1",31432.6201267142
"Muscle - Skeletal","GTEX-YFCO-1926-SM-4W212.1",32966.7755799928
"Muscle - Skeletal","GTEX-XGQ4-2326-SM-4AT53.1",75079.9283280047
"Muscle - Skeletal","GTEX-113JC-2726-SM-5EGIS.1",33786.5533031187
"Muscle - Skeletal","GTEX-12584-0526-SM-5FQTS.1",51622.5743362728
"Muscle - Skeletal","GTEX-132Q8-0626-SM-5L3F3.1",96979.7046457974
"Muscle - Skeletal","GTEX-13RTK-1626-SM-5QGQS.1",38798.9085245172
